Site,Season,Year,WD,Date,Water Temp.,Conductivity,TDS,Salinity,pH,Turbidity,DO,BOD,Nitrite,Nitrate,Ammonium,DIN,TN,phosphate,TP,Total Quality,Catchment.x,HESY2,MI_QUALITY,IPS,Index Value,Diat_QUALITY,HEFI,FISH_QUALITY,Lat,Lon,Elevation,Dist. To Source (m),Slope (%),Mean Jan Temp,Int. Type R-M,Catch. Area At Site (Km²),Near tural (%),Artificial (%),Agriculture (%)
POURRI,SPRING,2019,Βόρ. Πελοπόννησος (02),19/04/2019,12.1,329,164,0.16,7.6,57.1,99.4,0,0.001,0.385,0.008,0.395,0.396,0.002,0.004,HIGH,Glafkos,1.11,HIGH,,,,0.9,HIGH,38.20076667,21.79079722,187,20215.59,3.56,7.1,RM1,63.56,81.45,0,14.33
EVINOS_DW,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),5/7/2021,19.04,328,164,0.16,8.09,5.35,170.05,7.6,0.002,0.119,0.01,0.131,0.199,0,0.004,HIGH,,0.78,GOOD,19.4,1.190184049,HIGH,0.74,GOOD,38.4343473,21.63582643,70,87207.67,0.23,8,RM2,959.58,81.57,0.2,13.06
SELINOUS,WINTER,2021,Βόρ. Πελοπόννησος (02),26/01/2021,12.2,328,164,0.16,8,164,95.2,0,0.001,0.382,0.01,0.393,0.416,0.002,0.004,HIGH,,,,,,,,,38.22797503,22.10645242,35,43539.65,0.65,8.2,RM5,356.46,60.2,0,36.4
SELINOUS,SPRING,2019,Βόρ. Πελοπόννησος (02),19/04/2019,13.1,327.3,163.3,0.16,7.5,35.8,105.8,0,0.001,0.411,0.008,0.42,0.426,0.001,0.003,HIGH,Selinous,0.7,GOOD,,,,0.38,POOR,38.22797503,22.10645242,35,43539.65,0.65,8.2,RM5,356.46,60.2,0,36.4
MORNOS_DW,SPRING,2019,Δυτ. Στερεά Ελλάδα (04),18/04/2019,12.31,327,164,0.16,8.31,13.4,123.5,0,0.001,0.068,0.005,0.075,0.125,0.001,0.004,HIGH,Mornos,1,HIGH,15.9,0.975460123,HIGH,0.47,MODERATE,38.38779312,21.86056299,8,77793.92,0.33,8.7,RM2,971.78,79.23,1.02,9.71
SELINOUS,WINTER,2019,Βόρ. Πελοπόννησος (02),10/2/2019,10.61,327,164,0.16,8.24,360,,0.3,0.001,0.519,0.062,0.582,0.979,0.003,0.003,HIGH,,,,,,,,,38.22797503,22.10645242,35,43539.65,0.65,8.2,RM5,356.46,60.2,0,36.4
GEF_KALOGIROU,WINTER,2020,Ήπειρος (05),24/01/2020,11.96,327,163,0.16,8.76,9.24,77.6,0,0.004,0.976,0.01,0.99,1.08,0.017,0.02,GOOD,,,,,,,,,39.1780525,20.88530543,8,60920.04,0.08,8.1,RM2,471.21,21.84,6.22,71.94
ACHELOOS_EKV,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),20/04/2021,15.11,325,165,0.16,7.64,21.7,90.73,,0.003,0.151,0.016,0.17,0.283,0.004,0.009,HIGH,,0.89,GOOD,14.5,,GOOD,,,38.365361,21.143363,1,246180.15,0.01,9.3,RM3,5703.11,80.3,0.84,18.86
KATOXI,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),22/08/2021,21.42,325,164,0.16,7.62,4.45,102.4,2.5,0.001,0.076,0.011,0.088,0.142,0,0.005,HIGH,,0.67,MODERATE,16.5,,GOOD,0.34,POOR,38.41090008,21.26909257,2,228295.3,0.02,8.9,RM3,5687.03,67.17,0.85,24.95
PYRGOS_VISTR,WINTER,2021,Ανατόλ. Στερεά Ελλάδα (07),25/02/2021,9.43,325,162,0.16,8.07,5.35,101.4,0,0,0.011,0.005,0.016,0.058,0.002,0.004,HIGH,,,,,,,,,38.81942,22.15218,408,13318.12,1.98,4.2,RM4,94.93,97.36,0.44,2.2
MANIKIATIS,SUMMER,2021,Ανατόλ. Στερεά Ελλάδα (07),11/9/2021,15.11,324,163,0.16,7.51,63,96.5,3.4,0.001,1.339,0.013,1.353,1.38,0.004,0.007,HIGH,,,,16,1,HIGH,0.51,MODERATE,38.569752,24.125247,10,23078.26,0.19,9,RM1,154.08,54.96,0.44,44.6
ERYTHRO_UP,SPRING,2021,Θράκη (12),14/05/2021,19.32,323,162,0.16,8.02,2.01,117.01,4.2,0.003,0.329,0.009,0.341,0.409,0.005,0.011,HIGH,,,,16.8,,GOOD,0.56,MODERATE,41.437897,26.200564,48,86737.34,0.05,2.6,RM3,1157.44,,,
FARAI,WINTER,2021,Βόρ. Πελοπόννησος (02),25/01/2021,12.16,323,162,0.16,7.91,328,93.7,0.8,0.003,0.38,0.011,0.394,0.474,0.034,0.046,HIGH,,,,,,,,,38.09518584,21.72800665,122,24045.51,0.9,8.2,RM2,138.11,64.04,0.57,35.4
EVINOS,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),19/04/2021,16.77,294,147,0.16,7.89,85.2,108.6,0,0.001,0.12,0.009,0.13,0.208,0.001,0.004,HIGH,,0.67,MODERATE,17.3,,HIGH,0.54,MODERATE,38.37686514,21.55266455,19,99959.84,0.2,8.8,RM3,1075.1,77.87,0.18,15.93
APIDITSA,SPRING,2018,Δυτ. Πελοπόννησος (01),25/04/2018,21,550,270,0.15,7.83,17.2,,1.1,0.041,0.599,0.022,0.662,0.731,0.022,0.033,GOOD,,,,,,,,,37.39018312,22.08634712,356,30925.25,0.21,6.5,RM2,280,,,
VARDAROV,SUMMER,2018,Κεντρ. Μακεδονία (10),18/09/2018,21.8,489,317,0.15,8.07,13.4,56.7,4.5,0.012,0.878,0.023,0.913,1.125,0.432,0.46,MODERATE,Axios,0.78,GOOD,5.9,0.36196319,POOR,,,40.696548,22.676432,6,44306.85,0.12,4.2,RM2,306.12,3.56,0.51,94.16
ASPROPO,SPRING,2019,Θράκη (12),21/05/2019,17.7,488.3,312,0.15,7.9,69.4,,0,0.003,1.057,0.042,1.102,1.296,0.064,0.068,GOOD,Rema Xanthis - Xirorema,0.56,MODERATE,,,,,,41.038949,25.209137,3,27470.39,0.07,4.7,RM2,113.56,,,
GREVENIOT_VIOLOGIKOS,SPRING,2018,Δυτ. Μακεδονία (09),14/05/2018,17.8,488,312,0.15,,26.5,121.5,22.5,0.102,1.919,0.361,2.381,3.161,0.446,0.495,POOR,Aliakmos,0.56,MODERATE,15,0.920245399,GOOD,0.83,HIGH,40.098935,21.470819,484,24966.82,0.41,2.7,RM2,171.33,18.55,2.05,79.4
3POTAMO,SPRING,2018,Δυτ. Πελοπόννησος (01),25/04/2018,18.9,487,311,0.15,,20.6,98.37,2.2,0.079,0.781,0.006,0.866,0.945,0.054,0.067,GOOD,Alfeios,0.78,GOOD,14.3,0.89375,GOOD,0.03,BAD,37.36144199,22.09469877,375,27990.86,0.17,6.4,RM1,8.41,57.13,3.47,39.4
TIMIOS,SUMMER,2019,Δυτ. Πελοπόννησος (01),18/07/2019,13,486.7,310,0.15,7.79,9,,0,0.001,1.079,0.014,1.094,1.116,0.006,0.008,HIGH,Alfeios,1.11,HIGH,,,,0.66,GOOD,37.825124,22.12445,449,13009.68,0.15,5.1,RM4,290.92,76.42,0.21,23.38
MAN,SPRING,2018,Βόρ. Πελοπόννησος (02),28/04/2018,19.7,486.3,313.7,0.15,,11.73,106.24,0,0.032,1.648,0.057,1.737,2.273,0.1,0.113,GOOD,Peirou-Verga-Pineiou,0.67,MODERATE,12.2,0.7625,GOOD,-0.03,BAD,38.125554,21.419929,3,19499.71,0.03,9.3,RM1,31.5,,,
PLATANIA,SUMMER,2018,Δυτ. Μακεδονία (09),15/09/2018,16.4,478,304,0.15,8.74,4.85,93.3,5.3,0.049,1.931,0.119,2.099,2.374,0.063,0.067,MODERATE,Aliakmos,1.11,HIGH,13.8,,GOOD,0.78,GOOD,40.3895417,21.35130417,579,41023.95,0.14,2.1,RM3,1747.78,55.28,1.06,42.83
TITAR_DW,SUMMER,2018,Θεσσαλία (08),13/09/2018,24,477,310,0.15,8.16,3.33,58.2,2.5,0.001,0.007,0.021,0.029,0.22,0.093,0.102,HIGH,Pinios Thess.,0.67,MODERATE,6.8,,POOR,0.15,BAD,39.786852,22.380001,58,91470.89,0.21,5.1,RM3,1883.64,40.32,1.32,55.08
RIZARI,WINTER,2018,Δυτ. Μακεδονία (09),23/02/2018,8.9,473,302,0.15,,14.01,105.8,0.6,0.015,0.985,0.103,1.103,1.429,0.026,0.041,GOOD,,,,,,,,,40.782143,22.088063,73,23169.21,0.8,4.2,RM4,2423.69,34.56,8.24,53.62
K_AXAIA,WINTER,2018,Βόρ. Πελοπόννησος (02),5/3/2018,14.4,467,303,0.15,6.3,26.8,108.6,0,0.009,1.271,0.049,1.329,1.485,0.021,0.028,GOOD,,,,,,,,,38.14853972,21.56919421,1,43129.59,0.44,9.1,RM2,535.06,40.73,3.68,55.3
GRIBOVO,WINTER,2018,Ήπειρος (05),1/3/2018,9.7,467,3,0.15,7.56,72.4,99.3,0,0.006,0.764,0.041,0.811,0.979,0.026,0.037,GOOD,,,,,,,,,39.65858031,20.52043953,100,25548.92,0.16,5.3,RM3,1569.22,55.82,1.13,42.83
ARAP_DW,SUMMER,2018,Δυτ. Μακεδονία (09),17/09/2018,14.9,464,300,0.15,8.88,20.2,95.9,0,0.044,1.616,0.074,1.734,3.094,0.075,0.077,GOOD,Aliakmos,0.89,GOOD,13.1,0.803680982,GOOD,0.66,GOOD,40.659928,22.134234,55,31410.3,0.33,4.2,RM2,165.27,74.63,1.41,23.96
MATESI,SUMMER,2019,Δυτ. Πελοπόννησος (01),19/07/2019,15.7,457,291,0.15,7.91,17.1,,3.4,0.009,0.631,0.012,0.652,0.744,0,0.003,GOOD,Alfeios,1.11,HIGH,14.9,,GOOD,0.72,GOOD,37.54070155,21.94861584,145,68174.43,0.34,7.2,RM3,1106.25,,,
MESOHOR,SPRING,2019,Θράκη (12),23/05/2019,17.3,455,297,0.15,8.36,22.73,,11.5,0.135,1.225,4.54,5.9,6.492,0.501,0.516,BAD,Rema Komotinis - Loutrou Evrou,0.67,MODERATE,7.4,0.45398773,POOR,0.4,POOR,41.09726759,25.36603061,22,14835.93,0.13,4.6,RM2,125.18,,,
KASTRI_(Kalamas),SPRING,2018,Ήπειρος (05),7/5/2018,16.8,442,295,0.15,7.75,208,94.4,3.4,0.017,0.693,0.025,0.735,0.855,0.03,0.045,GOOD,,,,,,,,,39.56300622,20.28029437,47,72287.95,0.03,8.2,RM3,1538,,,
ILIDA,SPRING,2018,Βόρ. Πελοπόννησος (02),20/04/2018,17.1,426,276,0.15,7.82,60.9,74,3.4,0.005,0.645,0.02,0.67,0.731,0.002,0.006,GOOD,Pinios Pel.,0.3,POOR,15.5,0.919881306,GOOD,,,37.8951865,21.36597544,22,61292.65,0.63,9,RM4,705,25.95,0,72.04
PINIOS,WINTER,2018,Βόρ. Πελοπόννησος (02),9/3/2018,15.1,419,292.7,0.15,5.55,25.53,109.69,0.8,0.011,0.939,0.039,0.989,1.125,0.032,0.044,GOOD,,,,,,,,,37.81041836,21.23455319,1,73362.43,0.03,9.4,RM2,844.45,22.36,0.06,75.87
KALONERO,WINTER,2018,Δυτ. Πελοπόννησος (01),3/3/2018,15.2,407,264,0.15,6.22,5.49,107.8,0,0.002,0.588,0.018,0.608,0.709,0.004,0.005,HIGH,,,,,,,,,37.29341704,21.69700037,8,,,,RM2,186.4,,,
LYKOFOS,SPRING,2018,Θράκη (12),23/05/2018,23.1,406,264,0.15,,48.2,102,5.9,0.017,1.583,0.018,1.618,2.06,0.129,0.154,GOOD,Evros,,POOR,,,,,,41.111523,26.3034528,14,425873.62,0.04,4.7,VERY_LARGE,39263.94,47.05,4.23,48.72
OXTHIA,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),20/04/2021,14.44,404,152,0.15,8.11,8.01,101.27,0,0.001,0.077,0.011,0.089,0.119,0.001,0.003,HIGH,,,,,,,,,38.62247778,21.25582222,24,197077.4,0.07,8.4,RM3,4552.62,77.9,0.67,14.48
NEDA,SPRING,2021,Δυτ. Πελοπόννησος (01),15/04/2021,18.59,383,162,0.15,8.07,1.84,108.2,0,0.001,0.215,0.009,0.225,0.23,0.001,0.004,HIGH,,0.67,MODERATE,17.4,1.067484663,HIGH,0.57,MODERATE,37.39482165,21.74479632,63,28889.91,0.64,8.8,RM2,223.27,76.6,0,21.63
MESAGGI,SPRING,2020,Ήπειρος (05),9/6/2020,15.6,373,,0.15,7.74,,,,0.005,0.715,0.011,0.731,0.912,0.003,0.004,GOOD,,,,,,,,,39.47701111,19.91787778,4,9320.17,0.13,9.8,RM1,15.01,10.64,0,89.36
RIGANI,SPRING,2019,Δυτ. Στερεά Ελλάδα (04),9/5/2019,16.56,360,153,0.15,7.9,5.6,,0,0.002,0.068,0.008,0.078,0.13,0.001,0.003,HIGH,Acheloos,,,,,,,,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
FOINIKAS,SUMMER,2021,Βόρ. Πελοπόννησος (02),8/7/2021,28.34,327,164,0.15,8,4.37,86.07,4.8,0.001,0.153,0.025,0.179,0.57,0.002,0.006,HIGH,,0.5,MODERATE,19,,HIGH,,,38.294074,21.996884,52,17126.03,1.13,8.3,RM5,85.88,73.56,0,26.44
RIGANI,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),23/07/2019,23.27,326,163,0.15,7.98,1.59,95.3,2.2,0.001,0.069,0.007,0.077,0.116,0.014,0.018,HIGH,Acheloos,0.78,GOOD,15.6,,GOOD,,,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
GURIOTISA,SUMMER,2020,Δυτ. Στερεά Ελλάδα (04),4/7/2020,24.9,326,163,0.15,7.45,5.38,63.2,5.9,0.003,0.153,0.101,0.257,0.652,0.121,0.128,GOOD,Acheloos,,,,,,,,38.63088597,21.24546233,26,9445,0.03,8.4,RM2,224.56,3.59,1.2,92.91
MEGA,SUMMER,2020,Θεσσαλία (08),27/08/2020,28,325,163,0.15,7.72,23.1,90.6,3.4,0,0.018,0.014,0.033,0.204,0.022,0.029,HIGH,Pinios Thess.,0.33,POOR,12.1,0.742331288,GOOD,0.21,POOR,39.52941,22.011662,87,31583.14,0.01,4.9,RM2,348.27,15.62,3.99,80.39
KRIOS,SPRING,2020,Βόρ. Πελοπόννησος (02),18/05/2020,24.85,323,162,0.15,8.67,8.48,,,0.001,0.024,0.034,0.059,0.199,0.003,0.008,HIGH,,,,,,,,,38.13978917,22.3585037,33,21954.87,1.42,8.2,RM2,111.66,63.38,0,35.81
FARAI,WINTER,2020,Βόρ. Πελοπόννησος (02),10/2/2020,10.32,323,161,0.15,7.85,6.05,84.3,,0.009,0.519,0.043,0.571,1.116,0.498,0.619,MODERATE,,,,,,,,,38.09518584,21.72800665,122,24045.51,0.9,8.2,RM2,138.11,64.04,0.57,35.4
KATOXI,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),22/06/2019,22.73,320,160,0.15,8.21,42.7,,5.1,0.002,0.107,0.013,0.122,0.156,0.001,0.005,HIGH,Acheloos,0.89,HIGH,11.5,,MODERATE,0.46,MODERATE,38.41090008,21.26909257,2,228295.3,0.02,8.9,RM3,5687.03,67.17,0.85,24.95
ELATO,SPRING,2021,Ήπειρος (05),23/04/2021,9.18,319,159,0.15,8.03,13,102.5,0,0,0.003,0.006,0.009,0.057,0.001,0.004,HIGH,,0.89,GOOD,15.2,0.95,GOOD,0.32,POOR,39.83980278,20.96959722,729,9210.83,1.26,2.8,RM1,9.8,100,0,0
SELINOUS,SPRING,2021,Βόρ. Πελοπόννησος (02),18/04/2021,15.56,318,159,0.15,8.17,4.21,94.2,,0.001,0.263,0.018,0.282,0.444,0.002,0.005,HIGH,,0.7,GOOD,16.6,,GOOD,0.37,POOR,38.22797503,22.10645242,35,43539.65,0.65,8.2,RM5,356.46,60.2,0,36.4
KATOXI,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),20/04/2021,14.8,318,159,0.15,7.66,13.5,92.85,,0.002,0.12,0.024,0.146,0.372,0.004,0.008,HIGH,,0.78,GOOD,12.1,,MODERATE,,,38.41090008,21.26909257,2,228295.3,0.02,8.9,RM3,5687.03,67.17,0.85,24.95
ACHELOOS_EKV,WINTER,2021,Δυτ. Στερεά Ελλάδα (04),23/01/2021,11.9,318,158,0.15,8.35,11.3,90.97,,0.002,0.155,0.008,0.165,0.214,0.003,0.007,HIGH,,,,,,,,,38.365361,21.143363,1,246180.15,0.01,9.3,RM3,5703.11,80.3,0.84,18.86
PENTALOFOS_ACHEL,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),23/06/2019,23.61,317,158.7,0.15,8.47,,,2,0.003,0.143,0.016,0.162,0.202,0.003,0.007,HIGH,Acheloos,0.78,GOOD,15,,GOOD,0.31,POOR,38.4880282,21.2447262,6,214954.42,0.02,8.7,RM3,5560.42,81.52,0.82,17.66
PARK_KYKL,SPRING,2019,Δυτ. Στερεά Ελλάδα (04),19/04/2019,10.78,317,158,0.15,8.22,15.7,115.2,1.7,0.005,0.497,0.358,0.859,0.864,0.048,0.052,GOOD,Acheloos,1,HIGH,,,,0.57,MODERATE,38.89842487,21.7852023,770,9401.7,1.21,1.9,RM4,65.09,79.95,9.11,10.94
SIMB_BEN,SPRING,2019,Δυτ. Μακεδονία (09),10/5/2019,14.7,316,158,0.15,8.67,5.27,97,0.6,0.001,0.034,0.019,0.054,0.137,0.002,0.004,HIGH,Aliakmos,1.11,HIGH,16.5,,GOOD,,,40.05291,21.56019,431,67260.16,0.29,2.6,RM3,4196.82,56.32,0.92,41.6
MAGOULITSA,WINTER,2021,Ανατόλ. Πελοπόννησος (03),26/01/2021,11.86,316,158,0.15,8.06,16.8,92.5,,0,0.338,0.005,0.343,0.362,0.004,0.007,HIGH,,,,,,,,,37.065207,22.444948,175,20355.81,0.5,8.5,RM5,969.87,72.62,3.51,23.87
VALTSORREMA,WINTER,2021,Δυτ. Στερεά Ελλάδα (04),23/02/2021,11.58,316,158,0.15,7.93,3.6,101.7,0,0,0.085,0,0.085,0.109,0.002,0.004,HIGH,,,,,,,,,38.575716,21.727686,234,59553.53,0.44,5.7,RM2,618.47,92.54,0.38,7.09
KRIOS,SUMMER,2020,Βόρ. Πελοπόννησος (02),7/7/2020,26.3,315,158,0.15,8.3,22.1,96.9,2.5,0.003,0.558,0.018,0.578,0.684,0.001,0.004,HIGH,Remata Paralias Vor Peloponnisou,0.44,POOR,,,,,,38.13978917,22.3585037,33,21954.87,1.42,8.2,RM2,111.66,63.38,0,35.81
VOID-AOOS,SPRING,2019,Ήπειρος (05),13/05/2019,10.24,315,158,0.15,8.25,,105.9,0.3,0.001,0.145,0.108,0.253,0.305,0.003,0.005,HIGH,Aoos,1.11,HIGH,,,,,,40.00541667,20.64819167,382,47190.25,0.23,4.5,RM2,351.64,92.02,0,5.4
KALENJI,SPRING,2021,Θεσσαλία (08),11/5/2021,18.42,315,158,0.15,7.75,2.04,116,2,0.002,0.678,0.008,0.688,0.816,0.002,0.008,HIGH,,0.7,GOOD,17.1,1.014836795,HIGH,0.53,MODERATE,39.296009,21.9445,129,21428.94,0.37,4.9,RM4,96.5,75.29,0,24.71
RIGANI,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),5/7/2021,21,315,157,0.15,8.16,6.8,101.8,7,0.002,0.04,0.011,0.053,0.123,0.008,0.013,HIGH,,,,,,,,,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
RIGANI,SUMMER,2020,Δυτ. Στερεά Ελλάδα (04),4/7/2020,21.67,315,157,0.15,7.83,3.89,101.6,3.1,0.001,0.039,0.057,0.096,0.563,0.005,0.008,HIGH,Acheloos,,,,,,0.61,GOOD,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
ELATO,SPRING,2019,Ήπειρος (05),12/5/2019,12.99,314,157,0.15,8.3,3.38,93.4,0,0.001,0.01,0.039,0.05,0.097,0.001,0.003,HIGH,Arachthos,,,17.5,1.09375,HIGH,0.71,GOOD,39.83980278,20.96959722,729,9210.83,1.26,2.8,RM1,9.8,100,0,0
RIO,SPRING,2021,Βόρ. Πελοπόννησος (02),18/04/2021,15.91,314,157,0.15,8.2,5.41,96.7,,0.001,0.405,0.011,0.417,0.457,0.002,0.005,HIGH,,0.5,MODERATE,15.6,,GOOD,,,38.286305,21.775322,41,13554.41,2.48,8.9,RM5,,,,
AG31,WINTER,2019,Ανατόλ. Μακεδονία (11),1/3/2019,7.35,313,157,0.15,8.03,38,101.4,0,0.014,1.756,0.038,1.808,1.901,0.053,0.058,GOOD,,,,,,,,,41.041846,24.037177,48,28397.17,0.08,4.1,RM2,495.04,41.96,1.09,56.95
A10,WINTER,2021,Κεντρ. Μακεδονία (10),5/2/2021,9.56,313,157,0.15,7.9,148,103,0,0.027,1.153,0.072,1.252,1.584,0.085,0.098,GOOD,,,,,,,,,40.657406,22.697451,6,372641.2,0.01,4.2,VERY_LARGE,23887.44,29.17,2.48,63.38
S15,SPRING,2021,Ανατόλ. Μακεδονία (11),30/05/2021,21.1,312,156,0.15,7.68,35.6,85.4,3.6,0.006,0.097,0.029,0.132,0.431,0.04,0.057,HIGH,,,MODERATE,12.2,,MODERATE,,,40.912552,23.79774,3,376823.45,0.01,4.2,VERY_LARGE,12410.47,45.9,1.97,45.48
AMYGDAL,SUMMER,2020,Θράκη (12),7/9/2020,20.71,311,156,0.15,7.67,2.9,63.3,4.8,0.001,0.023,0.008,0.031,0.166,0.002,0.005,HIGH,Filiouris,0.67,MODERATE,14.4,0.9,GOOD,0.46,MODERATE,41.136423,25.535138,68,22890.07,0.49,4.5,RM1,85.79,76.83,1.11,13.93
OXTHIA,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),5/7/2021,21.34,311,155,0.15,8.38,11.6,108.2,7.9,0.001,0.036,0.013,0.05,0.181,0,0.005,HIGH,,0.44,POOR,16.9,,GOOD,,,38.62247778,21.25582222,24,197077.4,0.07,8.4,RM3,4552.62,77.9,0.67,14.48
GURIOTISA,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),20/04/2021,16.23,310,155,0.15,7.66,13.7,62.3,0.3,0.003,0.15,0.038,0.191,0.279,0.022,0.031,GOOD,,,,,,,,,38.63088597,21.24546233,26,9445,0.03,8.4,RM2,224.56,3.59,1.2,92.91
PYLI,SPRING,2021,Θεσσαλία (08),9/5/2021,15.35,308,154,0.15,8.48,1.29,91.1,,0.001,0.039,0.007,0.047,0.128,0.001,0.002,HIGH,,0.6,MODERATE,18,,HIGH,,,39.470591,21.63471,193,19000.34,0.81,4.6,RM5,139.15,52.5,3.7,41.13
PROMAXON,WINTER,2021,Ανατόλ. Μακεδονία (11),3/2/2021,7.61,308,154,0.15,7.59,116,99.5,0.3,0.018,0.962,0.094,1.074,1.248,0.058,0.069,GOOD,,,,,,,,,41.313228,23.340335,60,281216.54,0.07,2.4,VERY_LARGE,11089.54,33.18,4.14,57.15
MESOHOR,WINTER,2021,Θράκη (12),11/2/2021,12.24,308,154,0.15,7.56,13.2,124.6,0.6,0.02,1.54,0.715,2.275,2.4,0.069,0.082,GOOD,,,,,,,,,41.09726759,25.36603061,22,14835.93,0.13,4.6,RM2,125.18,,,
A2,SPRING,2019,Κεντρ. Μακεδονία (10),17/05/2019,17.33,307,154,0.15,8.04,48.7,95,1.1,0.014,1.426,0.037,1.477,1.548,0.12,0.122,GOOD,Axios,,POOR,12.1,,MODERATE,,,40.862941,21.629708,728,,,,,,,,
A2,SPRING,2019,Κεντρ. Μακεδονία (10),17/05/2019,17.33,307,154,0.15,8.04,48.7,95,1.1,0.014,1.426,0.037,1.477,1.548,0.12,0.122,GOOD,Axios,,POOR,12.1,,MODERATE,,,40.52782545,22.71522152,1,387850.23,0.01,4.4,VERY_LARGE,23900.83,28.9,2.47,63.17
ARGOS,SPRING,2019,Ανατόλ. Πελοπόννησος (03),12/4/2019,17.39,307,153,0.15,8.48,13.4,77.3,0.8,0.003,0.033,0.025,0.061,0.211,0.002,0.007,HIGH,Ichos,,,,,,,,37.63597291,22.73753628,20,25913.72,0.47,8.9,RM5,123.89,45.32,0,54.68
VALTSORREMA,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),18/04/2021,14.67,307,153,0.15,8,3.45,99.2,,0,0.041,0.006,0.047,0.077,0.002,0.004,HIGH,,0.56,MODERATE,16,0.981595092,HIGH,0.96,HIGH,38.575716,21.727686,234,59553.53,0.44,5.7,RM2,618.47,92.54,0.38,7.09
KATOXI,SPRING,2019,Δυτ. Στερεά Ελλάδα (04),7/4/2019,14.8,307,151,0.15,7.86,4.55,77.53,,0.003,0.162,0.014,0.179,0.211,0.002,0.004,HIGH,Acheloos,0.89,HIGH,13.6,,GOOD,,,38.41090008,21.26909257,2,228295.3,0.02,8.9,RM3,5687.03,67.17,0.85,24.95
ELEOUSA,WINTER,2021,Κεντρ. Μακεδονία (10),5/2/2021,8.48,307,133,0.15,7.54,77.5,100.8,0,0.002,1.148,0.079,1.229,1.5,0.081,0.089,GOOD,,,,,,,,,40.710854,22.678446,8,306650.52,0.09,4.2,VERY_LARGE,24179.67,57.57,1.8,40.63
GORGO_DW,SPRING,2021,Ανατόλ. Στερεά Ελλάδα (07),8/5/2021,14.93,306,153,0.15,8.24,9.38,108.3,,0.001,0.317,0.008,0.326,0.344,0.003,0.005,HIGH,,0.56,MODERATE,16.1,1.00625,HIGH,0.75,GOOD,38.84119514,22.40643154,27,15643.46,0.64,6.7,RM1,47.35,94.77,0.94,4.29
RIGANI,SPRING,2021,Δυτ. Στερεά Ελλάδα (04),20/04/2021,14.34,305,153,0.15,8.22,10.6,105.6,0,0.002,0.076,0.011,0.089,0.114,0.001,0.004,HIGH,,,,,,,,,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
EVINOS,SPRING,2019,Δυτ. Στερεά Ελλάδα (04),17/04/2019,16.61,305,152,0.15,8.37,21.1,127.2,0,0.001,0.069,0.012,0.083,0.129,0.002,0.005,HIGH,Evinos,1,HIGH,17,,HIGH,0.81,HIGH,38.37686514,21.55266455,19,99959.84,0.2,8.8,RM3,1075.1,77.87,0.18,15.93
PASSOS,WINTER,2020,Θράκη (12),17/01/2020,6.75,304,152,0.15,8.76,2.62,139.4,0,0.005,2.805,0.017,2.827,2.952,0.004,0.007,GOOD,,,,,,,,,41.095104,25.559501,33,32271.47,0.18,4.5,RM2,311.1,,,
AGGISTRO,WINTER,2020,Ανατόλ. Μακεδονία (11),4/2/2020,10.25,302,151,0.15,8.37,3.71,87.6,0,0.002,0.515,0.009,0.526,0.58,0.005,0.011,HIGH,,,,,,,,,41.370423,23.353469,83,19731.93,0.41,2.2,RM2,624.47,31.5,7.01,61.49
KALIPEFKI,SPRING,2021,Θεσσαλία (08),24/05/2021,15,298,149,0.15,8.63,18.6,96.3,8.7,0.003,0.291,0.027,0.321,0.792,0.068,0.077,GOOD,,1,HIGH,14.7,0.91875,GOOD,,,39.991638,22.444563,773,14084.35,1.32,2.4,RM1,95.74,13.35,0,86.65
PENTALOFOS_ACHEL,SPRING,2020,Δυτ. Στερεά Ελλάδα (04),16/05/2020,22.55,296,155,0.15,8.32,8.21,,,0.003,0.197,0.019,0.219,0.346,0.011,0.017,HIGH,,,,,,,,,38.4880282,21.2447262,6,214954.42,0.02,8.7,RM3,5560.42,81.52,0.82,17.66
MAVROPOTAMO,SPRING,2020,Ήπειρος (05),7/6/2020,17.3,1983,,0.14,8.08,,,,0.011,0.649,0.033,0.693,0.852,0.013,0.019,GOOD,,,,,,,,,39.23174098,20.50100009,5,61430.85,0.03,9,RM2,791.21,25.14,1.46,72.71
